utme_score,olevel_credits,attendance_rate,study_hours,prev_gpa,family_income_level,hostel_residence,extracurricular_hours,internet_access,gender,department_load,performance_class
226.0,8.0,85.3,1.8,2.79,1,0,0.8,1,0,31.0,1
282.0,7.0,58.8,3.3,2.89,2,1,3.4,1,0,17.0,1
204.0,7.0,78.5,1.8,4.13,1,0,3.1,1,0,25.0,1
201.0,8.0,73.8,2.7,2.5,2,0,2.1,1,1,23.0,0
237.0,7.0,82.5,6.6,2.53,1,0,4.4,1,1,18.0,1
260.0,8.0,79.9,3.4,4.07,1,0,4.6,1,1,21.0,2
230.0,8.0,74.2,1.3,3.47,0,1,2.6,1,0,25.0,2
277.0,6.0,55.0,3.5,4.37,1,0,3.6,1,0,21.0,2
260.0,6.0,55.8,1.0,2.83,2,1,9.4,1,1,25.0,0
259.0,6.0,69.2,1.3,3.18,1,1,9.3,1,0,31.0,1
249.0,6.0,77.9,1.5,2.7,0,0,1.4,1,1,25.0,1
311.0,5.0,68.9,2.5,3.19,1,0,1.7,1,1,18.0,2
223.0,8.0,87.4,4.7,2.04,1,1,1.4,1,0,21.0,0
160.0,9.0,73.8,4.1,3.51,2,1,6.6,1,0,23.0,0
286.0,9.0,63.5,4.0,3.29,0,1,3.0,1,1,23.0,2
214.0,5.0,73.8,1.4,3.07,0,0,4.6,0,1,25.0,0
234.0,8.0,81.4,2.3,2.87,1,1,9.0,0,1,25.0,1
276.0,9.0,82.9,3.6,2.56,0,0,4.0,1,0,31.0,2
174.0,7.0,100.0,2.2,3.54,2,1,5.8,1,1,24.0,1
186.0,7.0,68.0,2.8,2.4,1,0,5.3,1,0,19.0,1
174.0,4.0,76.9,3.9,3.41,1,1,2.5,1,0,29.0,1
202.0,8.0,84.4,2.6,4.34,0,0,6.6,1,1,29.0,2
245.0,6.0,77.6,3.6,3.99,1,1,1.9,1,1,25.0,2
248.0,7.0,70.5,5.7,2.2,2,0,7.3,0,0,23.0,1
240.0,5.0,54.8,2.9,2.78,1,1,2.5,0,0,26.0,0
181.0,8.0,70.3,5.1,3.35,0,0,2.8,1,0,23.0,0
149.0,9.0,61.9,4.1,3.06,0,1,1.3,0,0,16.0,1
232.0,6.0,52.1,0.9,2.26,2,0,1.7,1,0,26.0,0
213.0,6.0,66.1,1.4,3.33,2,0,2.9,1,1,28.0,1
246.0,4.0,62.3,1.9,3.09,0,1,0.0,1,0,30.0,0
255.0,7.0,86.8,1.8,4.25,1,0,3.4,0,1,21.0,2
235.0,6.0,87.0,3.1,2.95,0,0,2.7,1,0,25.0,0
257.0,5.0,64.4,4.2,3.8,1,1,6.0,1,0,25.0,1
238.0,8.0,74.1,5.2,2.34,0,1,5.1,1,0,24.0,1
249.0,7.0,50.1,3.7,2.48,2,1,2.2,1,0,24.0,1
205.0,6.0,70.6,2.5,3.53,2,0,2.9,1,1,24.0,1
224.0,6.0,84.0,0.0,3.75,0,0,3.4,1,1,25.0,0
237.0,9.0,90.4,3.3,2.53,1,1,7.7,1,1,27.0,1
259.0,8.0,67.3,3.2,3.11,0,0,1.9,1,0,29.0,2
216.0,7.0,93.8,3.5,2.27,0,1,2.2,0,1,21.0,2
248.0,8.0,55.3,6.6,2.99,0,0,1.2,0,1,23.0,2
221.0,6.0,59.3,5.2,3.6,0,1,0.3,1,0,22.0,1
226.0,7.0,88.6,4.5,2.84,2,1,4.8,1,1,22.0,1
259.0,7.0,100.0,1.7,2.95,0,0,4.5,1,1,18.0,2
160.0,7.0,85.4,2.4,2.42,2,0,7.2,1,1,24.0,0
185.0,8.0,77.4,3.0,2.71,0,0,6.6,1,1,26.0,0
178.0,6.0,45.1,2.0,4.15,1,0,10.0,0,1,23.0,0
148.0,8.0,47.7,4.0,3.14,1,1,3.8,1,0,24.0,0
206.0,8.0,79.9,3.8,2.5,2,0,3.3,0,1,26.0,1
256.0,3.0,72.6,1.5,2.91,0,0,0.7,1,1,30.0,0
220.0,9.0,61.4,5.1,2.14,0,0,5.7,1,0,22.0,0
237.0,3.0,79.0,3.4,2.49,1,1,4.3,1,1,19.0,1
268.0,6.0,79.7,0.4,3.92,1,0,5.6,1,1,24.0,1
276.0,9.0,92.2,3.1,3.01,1,0,1.2,1,0,32.0,2
228.0,7.0,80.0,3.6,4.23,0,1,4.9,1,1,19.0,2
277.0,5.0,96.4,4.8,3.04,0,0,4.5,0,1,27.0,1
233.0,6.0,78.1,2.7,3.08,2,0,4.3,1,1,29.0,1
201.0,9.0,76.3,4.5,3.48,1,1,2.3,1,1,15.0,2
209.0,5.0,94.0,3.5,1.5,1,0,7.0,0,0,26.0,0
178.0,9.0,63.3,1.1,3.22,0,1,9.1,1,1,26.0,0
199.0,7.0,100.0,0.9,3.07,0,1,1.2,0,1,23.0,1
217.0,6.0,83.6,5.0,3.99,2,1,5.8,1,1,21.0,2
258.0,6.0,83.7,5.1,3.68,1,0,0.0,0,0,22.0,2
290.0,6.0,85.9,3.7,2.42,0,0,5.7,1,0,23.0,2
182.0,8.0,100.0,5.6,3.85,2,0,0.0,0,1,23.0,2
244.0,8.0,89.9,4.9,2.94,1,0,2.7,1,0,22.0,2
194.0,5.0,53.9,4.3,2.56,0,0,0.7,0,0,23.0,0
247.0,7.0,99.1,1.7,3.22,1,1,3.5,1,1,29.0,1
225.0,6.0,72.9,6.0,2.98,1,1,6.1,0,1,19.0,1
166.0,9.0,79.6,4.1,4.02,1,0,0.0,1,1,17.0,2
262.0,5.0,58.8,2.6,3.3,1,1,3.1,1,1,29.0,1
209.0,9.0,85.9,2.1,3.22,1,1,2.7,0,1,23.0,0
211.0,7.0,68.2,3.6,3.64,0,1,8.0,1,0,22.0,1
193.0,6.0,79.5,0.5,3.76,2,1,5.1,1,1,24.0,1
207.0,6.0,73.7,4.3,3.57,1,1,1.1,1,1,25.0,1
245.0,6.0,100.0,1.7,3.95,1,0,2.8,1,1,22.0,1
223.0,5.0,100.0,3.8,3.47,1,0,7.9,0,0,26.0,1
242.0,7.0,78.7,2.4,3.2,1,1,5.8,1,0,20.0,1
243.0,5.0,79.0,2.8,3.84,1,1,1.7,0,1,23.0,1
276.0,4.0,72.4,2.0,3.05,1,1,3.3,1,1,15.0,1
218.0,7.0,94.6,2.9,3.12,2,1,3.4,1,1,29.0,1
178.0,5.0,73.1,6.2,4.13,2,0,2.7,1,1,23.0,2
267.0,6.0,71.7,5.4,4.07,2,0,0.0,0,1,27.0,2
218.0,6.0,92.7,3.8,3.1,0,1,2.3,1,0,26.0,1
269.0,6.0,69.9,3.2,2.83,1,0,7.5,0,1,26.0,1
243.0,9.0,77.4,4.6,3.98,1,1,3.0,1,1,24.0,2
225.0,7.0,54.3,5.0,3.58,0,1,3.7,1,0,26.0,1
242.0,8.0,88.6,1.9,3.29,1,1,4.4,0,0,20.0,2
298.0,5.0,100.0,3.1,2.91,0,0,9.5,0,1,19.0,2
303.0,6.0,88.8,0.3,3.3,0,1,4.0,1,1,24.0,1
232.0,8.0,99.9,5.0,3.09,0,0,6.7,0,0,21.0,2
236.0,6.0,65.3,6.5,2.7,0,1,2.5,1,0,30.0,1
268.0,8.0,81.5,3.3,3.18,0,0,3.4,1,0,26.0,1
200.0,6.0,63.9,0.0,3.26,1,1,4.0,1,1,21.0,0
242.0,7.0,74.6,4.2,2.87,1,0,2.1,0,1,23.0,1
229.0,6.0,89.6,1.8,3.64,0,0,3.5,0,0,25.0,1
241.0,7.0,79.5,2.1,3.87,0,0,6.2,0,1,24.0,1
201.0,6.0,56.8,4.2,3.68,2,0,2.0,1,0,25.0,1
174.0,7.0,58.3,3.6,2.93,0,0,4.0,1,0,24.0,0
157.0,7.0,57.3,2.4,3.55,1,1,5.8,0,0,18.0,0
191.0,6.0,85.4,2.2,3.15,1,1,1.9,0,1,15.0,0
214.0,8.0,100.0,3.4,2.36,1,0,6.7,1,1,23.0,1
220.0,8.0,98.4,2.5,3.5,2,1,4.2,1,0,26.0,2
298.0,7.0,49.6,1.4,3.19,1,1,3.6,1,1,23.0,1
269.0,7.0,99.3,2.7,4.66,2,1,0.0,1,1,29.0,2
196.0,8.0,92.0,3.7,3.97,2,0,3.1,0,1,24.0,2
242.0,7.0,54.8,2.9,3.53,0,0,4.9,1,1,29.0,1
216.0,7.0,73.5,0.9,3.25,0,1,8.4,1,1,29.0,0
220.0,7.0,94.4,4.8,3.2,0,0,5.4,1,0,28.0,1
236.0,9.0,86.3,0.0,2.5,1,0,6.8,1,0,19.0,0
252.0,5.0,58.4,2.5,2.06,1,1,1.0,1,1,24.0,0
218.0,8.0,87.2,2.2,2.58,0,0,3.7,1,1,29.0,1
267.0,5.0,45.9,3.4,3.07,0,1,7.1,1,1,25.0,1
190.0,8.0,74.7,4.1,1.84,1,0,1.8,1,1,26.0,0
230.0,9.0,95.1,5.0,2.77,1,1,6.4,1,1,18.0,2
321.0,8.0,78.3,2.1,2.95,1,1,5.8,1,1,32.0,2
238.0,7.0,70.5,4.1,2.97,2,1,4.7,1,1,21.0,1
280.0,6.0,91.3,3.5,2.7,0,1,3.2,1,0,16.0,2
233.0,7.0,92.6,0.5,2.9,1,1,1.5,0,1,23.0,1
250.0,7.0,97.7,6.2,4.13,2,0,8.4,0,1,15.0,2
228.0,6.0,91.1,0.9,3.5,1,1,5.6,1,0,20.0,0
224.0,7.0,94.2,3.9,2.76,1,1,4.9,0,0,34.0,0
203.0,7.0,89.0,3.8,3.06,1,0,3.0,1,1,22.0,1
245.0,6.0,82.0,3.6,3.08,0,0,4.1,0,1,18.0,1
200.0,6.0,79.3,2.4,2.64,2,0,4.4,1,0,24.0,1
253.0,5.0,74.4,4.5,2.64,1,1,5.0,1,0,20.0,1
268.0,8.0,59.8,0.7,3.71,1,1,5.8,0,0,27.0,2
243.0,8.0,63.7,3.1,2.85,1,0,2.0,0,0,20.0,1
220.0,8.0,73.8,2.3,2.44,1,0,0.3,1,1,25.0,0
246.0,9.0,81.6,2.1,3.07,0,1,4.2,1,1,19.0,1
219.0,7.0,99.6,3.9,3.17,1,0,0.0,1,1,34.0,2
263.0,8.0,77.4,4.9,1.92,1,1,3.2,0,0,26.0,0
166.0,8.0,93.1,2.7,3.08,0,0,2.7,0,0,23.0,1
218.0,7.0,94.2,4.4,3.62,1,0,5.2,0,0,23.0,2
160.0,6.0,74.5,3.3,3.37,2,0,9.0,0,1,22.0,0
178.0,9.0,86.9,1.8,4.44,1,1,0.0,1,1,21.0,2
278.0,7.0,74.3,2.8,3.85,1,1,9.7,0,0,21.0,2
261.0,6.0,97.8,2.7,3.97,1,0,3.4,0,1,31.0,2
205.0,8.0,87.5,2.1,4.78,2,0,4.9,1,0,22.0,2
177.0,8.0,60.1,3.9,3.55,1,0,0.5,1,0,15.0,1
126.0,5.0,80.4,3.6,3.2,2,0,6.5,1,1,19.0,0
211.0,9.0,100.0,0.7,3.68,0,1,4.1,1,0,28.0,1
315.0,7.0,75.3,0.6,2.76,2,0,3.8,1,1,23.0,2
245.0,6.0,84.7,3.9,3.16,2,0,0.0,0,0,23.0,1
210.0,9.0,86.2,1.9,2.71,1,0,4.2,0,1,29.0,1
246.0,8.0,62.5,3.7,3.34,1,0,6.1,1,0,21.0,2
175.0,5.0,85.7,4.4,2.71,0,0,3.4,1,0,27.0,0
220.0,9.0,57.1,1.2,2.69,1,0,6.9,1,0,21.0,1
233.0,8.0,68.6,0.9,3.35,0,0,6.8,1,1,26.0,1
227.0,7.0,94.1,5.9,3.02,0,0,2.4,1,1,22.0,1
258.0,9.0,83.4,3.8,1.94,2,0,8.0,1,1,23.0,1
242.0,7.0,73.4,2.5,2.23,0,1,4.1,1,0,27.0,0
253.0,7.0,84.7,1.7,2.41,1,0,4.1,1,0,27.0,1
206.0,6.0,77.1,2.4,2.57,0,0,4.2,0,0,23.0,0
261.0,8.0,78.2,1.3,3.35,1,0,4.2,0,1,22.0,1
287.0,8.0,87.9,4.6,3.23,1,1,0.0,1,0,30.0,2
196.0,7.0,67.1,2.0,3.74,0,1,3.5,1,0,26.0,0
199.0,6.0,78.6,4.9,3.55,1,1,0.6,0,1,22.0,1
277.0,7.0,73.3,2.6,3.74,2,1,8.1,1,1,21.0,2
223.0,7.0,54.2,1.5,3.47,1,1,8.0,1,0,28.0,1
279.0,5.0,64.2,2.5,3.23,2,0,6.1,1,0,24.0,1
215.0,5.0,100.0,0.0,3.76,1,1,3.4,1,0,23.0,1
281.0,8.0,83.8,3.0,3.65,1,1,1.5,1,1,24.0,2
235.0,4.0,58.1,2.9,3.33,0,0,2.4,0,0,25.0,0
239.0,7.0,54.9,4.5,3.86,0,0,8.9,1,1,24.0,1
285.0,7.0,76.3,0.2,1.69,2,0,2.3,0,0,29.0,0
217.0,9.0,100.0,5.1,2.93,1,0,0.0,1,1,29.0,2
197.0,7.0,75.2,4.5,2.92,1,1,6.6,1,1,26.0,1
214.0,8.0,97.6,5.2,3.79,2,0,7.8,0,0,29.0,2
246.0,7.0,83.3,3.1,4.04,0,1,8.1,0,0,24.0,2
175.0,7.0,85.1,4.8,2.23,1,1,6.6,1,0,27.0,0
252.0,8.0,58.0,0.8,3.95,0,0,7.0,1,1,28.0,1
211.0,7.0,92.1,4.3,2.4,2,0,4.1,1,1,28.0,1
270.0,9.0,73.0,2.0,2.42,0,1,0.0,1,1,28.0,0
146.0,6.0,90.9,0.6,2.96,0,1,4.1,1,0,27.0,0
202.0,8.0,65.8,1.4,2.91,1,0,5.6,1,0,32.0,0
171.0,8.0,80.7,3.2,2.16,0,0,3.7,1,1,22.0,0
201.0,8.0,83.3,1.9,3.49,2,1,3.5,0,1,23.0,1
239.0,9.0,75.7,3.8,3.51,1,1,1.6,0,1,23.0,2
224.0,6.0,84.1,0.3,3.73,0,0,1.5,1,1,23.0,1
221.0,5.0,74.0,0.0,2.84,0,0,8.6,1,1,16.0,0
224.0,6.0,68.3,5.4,3.08,2,1,8.7,0,1,29.0,1
237.0,8.0,100.0,4.6,3.08,1,0,4.0,1,1,20.0,2
195.0,8.0,93.7,1.5,4.11,2,0,4.7,0,1,25.0,2
255.0,7.0,66.6,3.2,1.4,0,1,1.5,1,1,18.0,0
253.0,6.0,86.5,4.8,2.53,2,0,5.6,0,1,26.0,1
243.0,8.0,66.9,3.9,3.1,1,0,8.4,1,0,21.0,0
249.0,5.0,60.2,3.4,2.45,1,1,0.2,0,1,19.0,0
240.0,9.0,93.5,5.0,2.95,1,1,5.2,1,1,25.0,2
301.0,9.0,52.4,2.0,3.02,0,0,5.3,0,0,21.0,1
227.0,8.0,91.9,3.2,2.71,2,0,5.3,1,1,22.0,1
219.0,8.0,74.2,3.2,3.14,2,1,8.1,1,0,25.0,1
204.0,7.0,74.8,2.8,3.48,1,1,9.1,0,0,27.0,1
194.0,5.0,84.1,2.6,2.96,2,1,3.4,1,0,21.0,0
186.0,6.0,86.7,3.3,2.83,0,1,5.7,1,1,20.0,0
199.0,6.0,65.6,3.3,3.0,0,1,4.2,1,1,24.0,0
228.0,5.0,88.8,1.5,3.1,0,1,2.4,1,1,26.0,1
242.0,9.0,79.7,4.5,2.06,1,1,4.7,1,0,30.0,0
232.0,8.0,59.2,1.6,3.38,0,0,5.7,1,1,20.0,1
203.0,8.0,75.5,2.9,2.83,1,1,4.5,1,0,23.0,0
262.0,7.0,98.7,2.7,3.86,0,1,1.8,1,0,29.0,2
256.0,7.0,100.0,3.8,3.45,1,0,2.8,0,0,32.0,2
224.0,9.0,88.8,0.0,3.8,2,0,2.9,1,1,20.0,1
207.0,7.0,60.1,4.6,2.49,1,1,1.9,0,0,21.0,0
249.0,8.0,85.4,2.1,2.88,0,0,4.8,1,1,26.0,2
237.0,7.0,90.8,5.2,2.35,1,1,5.0,0,1,22.0,1
179.0,7.0,88.9,2.4,2.68,0,0,6.4,0,0,21.0,1
228.0,5.0,89.8,3.1,3.85,1,0,1.9,1,1,25.0,2
239.0,4.0,83.4,6.3,3.99,1,0,2.6,1,0,30.0,2
199.0,7.0,76.9,2.8,2.41,1,1,7.9,0,0,19.0,0
237.0,7.0,68.9,5.2,2.83,0,0,3.6,1,0,30.0,1
179.0,5.0,49.5,3.3,3.05,2,1,4.1,1,1,22.0,0
277.0,7.0,83.1,3.9,3.45,2,0,3.6,1,1,25.0,2
274.0,7.0,80.8,3.3,2.04,1,0,6.8,1,1,30.0,1
221.0,4.0,86.4,4.6,2.14,2,0,6.9,0,1,25.0,0
243.0,6.0,57.9,2.1,3.39,2,0,6.8,0,0,23.0,1
146.0,8.0,87.7,1.6,1.93,0,1,4.1,1,1,27.0,0
190.0,8.0,100.0,2.2,2.83,1,1,1.8,0,0,23.0,1
220.0,6.0,79.2,3.4,3.2,0,0,8.8,1,0,26.0,1
192.0,7.0,77.1,2.8,3.35,1,0,6.1,1,1,23.0,1
255.0,9.0,82.6,4.3,3.01,0,1,2.9,1,0,27.0,2
300.0,8.0,100.0,5.3,2.88,2,1,7.6,0,0,18.0,2
189.0,7.0,62.6,1.6,3.61,1,0,2.7,1,0,20.0,1
201.0,7.0,81.0,2.0,3.27,0,1,7.5,1,0,18.0,0
238.0,6.0,66.0,0.9,2.71,1,0,7.7,0,1,24.0,1
286.0,8.0,69.8,6.4,3.12,1,0,1.7,0,0,18.0,2
187.0,7.0,77.3,3.7,3.33,1,1,5.5,0,1,21.0,1
239.0,8.0,98.2,4.0,4.13,2,1,6.0,1,0,20.0,2
294.0,7.0,100.0,1.1,3.57,0,1,10.5,1,1,30.0,2
172.0,8.0,84.7,3.2,3.83,1,0,2.1,1,1,20.0,1
185.0,7.0,72.4,4.0,2.73,1,0,7.6,0,1,19.0,0
215.0,8.0,100.0,2.8,2.79,1,1,4.0,1,1,25.0,1
212.0,8.0,71.6,4.9,2.96,1,0,0.9,0,1,31.0,1
258.0,6.0,69.4,6.9,3.01,0,0,3.7,0,1,24.0,2
238.0,5.0,51.4,1.7,2.5,0,1,4.0,0,1,24.0,0
168.0,9.0,98.9,1.6,3.86,1,0,1.4,1,0,29.0,2
248.0,8.0,92.5,1.8,3.63,2,0,4.8,1,0,28.0,1
210.0,5.0,100.0,5.8,2.92,0,0,6.4,1,1,26.0,1
275.0,6.0,57.2,4.9,3.49,0,1,4.6,1,0,22.0,2
208.0,8.0,99.9,3.0,3.23,1,0,2.6,0,0,26.0,2
208.0,7.0,79.1,3.3,3.53,2,0,3.6,1,1,19.0,2
249.0,6.0,90.1,1.9,2.29,1,0,4.0,0,0,22.0,0
257.0,9.0,53.3,4.6,3.01,0,0,4.5,1,0,30.0,1
246.0,6.0,100.0,2.6,3.07,1,0,6.8,1,1,29.0,2
171.0,6.0,89.8,2.8,3.47,1,1,4.7,0,0,26.0,0
249.0,7.0,77.4,4.2,2.72,1,0,0.5,0,0,16.0,1
194.0,8.0,87.7,2.9,1.6,0,0,2.6,0,0,19.0,0
238.0,8.0,66.5,2.8,2.45,0,0,4.4,0,0,21.0,1
180.0,8.0,69.3,3.2,3.06,0,0,6.8,1,0,23.0,0
246.0,7.0,71.0,4.5,3.14,1,0,7.2,0,1,19.0,2
202.0,8.0,50.2,5.8,4.11,1,1,8.4,1,0,23.0,1
185.0,7.0,90.9,4.1,3.45,0,1,4.3,1,0,31.0,1
255.0,7.0,95.9,4.5,3.15,1,1,5.9,1,1,26.0,2
238.0,7.0,67.5,2.9,3.08,1,0,0.4,1,0,25.0,2
209.0,8.0,83.2,2.1,3.76,0,1,5.1,1,0,20.0,2
281.0,8.0,74.0,4.2,2.75,1,1,1.3,0,0,17.0,1
215.0,8.0,82.9,3.5,3.02,1,0,3.8,0,0,19.0,1
231.0,7.0,68.6,0.9,2.45,1,0,11.6,1,0,17.0,0
239.0,6.0,64.7,2.7,3.95,2,1,4.8,1,0,24.0,1
208.0,7.0,93.8,3.1,3.34,2,0,1.8,1,1,26.0,2
246.0,7.0,77.0,2.4,2.68,0,0,5.0,0,1,20.0,0
211.0,7.0,100.0,5.6,3.03,0,1,2.7,1,1,25.0,2
216.0,9.0,78.7,4.0,3.41,0,0,1.6,1,0,30.0,2
278.0,6.0,64.1,5.4,2.95,0,1,9.3,1,1,32.0,1
194.0,8.0,96.4,3.6,2.78,1,0,6.7,0,1,27.0,2
146.0,9.0,87.5,3.3,2.71,2,0,4.9,0,0,23.0,0
286.0,7.0,88.9,1.7,3.3,2,0,3.0,1,1,27.0,2
319.0,9.0,95.9,3.2,2.89,0,0,3.2,1,1,29.0,2
216.0,7.0,68.2,3.2,2.83,1,1,7.9,0,0,16.0,1
162.0,8.0,76.1,1.0,2.3,0,1,4.8,0,1,30.0,0
219.0,6.0,75.4,2.3,3.15,1,1,0.0,1,0,22.0,0
220.0,7.0,58.6,2.7,2.99,0,0,10.1,1,0,22.0,0
223.0,8.0,74.0,3.9,2.91,2,0,4.5,1,0,23.0,2
191.0,8.0,98.0,3.9,3.22,2,0,4.9,1,0,25.0,2
250.0,8.0,81.6,2.3,3.55,0,0,6.7,0,1,20.0,2
248.0,9.0,57.8,4.0,3.52,1,1,5.2,0,1,23.0,2
178.0,7.0,54.7,2.9,3.43,1,0,5.9,1,0,26.0,0
254.0,7.0,100.0,0.0,2.96,2,0,2.9,1,1,25.0,1
302.0,9.0,76.6,2.4,2.76,1,0,0.9,0,1,26.0,2
236.0,8.0,68.3,4.9,2.47,0,1,4.7,1,1,23.0,1
218.0,6.0,73.9,0.5,2.74,1,0,7.6,0,1,27.0,0
225.0,6.0,55.8,3.4,3.11,0,1,2.4,0,1,28.0,0
252.0,6.0,99.3,5.7,2.63,1,1,2.2,1,1,28.0,2
169.0,9.0,72.1,2.0,3.16,0,1,7.1,0,0,26.0,0
236.0,7.0,98.5,3.2,2.52,1,0,2.9,0,1,28.0,1
216.0,7.0,78.8,1.1,2.1,2,0,3.0,1,0,27.0,0
295.0,7.0,99.4,5.8,3.59,0,0,3.1,1,0,35.0,2
224.0,8.0,81.9,3.1,2.82,1,1,3.8,1,0,29.0,1
288.0,6.0,90.8,3.3,2.6,1,1,0.1,1,0,24.0,2
191.0,6.0,88.8,5.4,2.44,0,1,2.7,0,1,20.0,1
251.0,8.0,87.3,4.3,3.35,1,0,4.6,1,1,23.0,2
241.0,8.0,83.2,1.8,3.92,1,0,4.6,1,0,23.0,2
200.0,8.0,74.5,2.2,2.86,1,1,6.9,0,1,26.0,1
236.0,6.0,100.0,4.0,2.97,2,0,8.6,1,0,21.0,2
272.0,8.0,64.4,2.2,3.74,1,1,7.8,1,1,29.0,2
219.0,6.0,78.1,0.0,2.01,1,1,6.3,1,0,18.0,0
171.0,6.0,78.2,3.1,4.28,0,0,3.6,1,0,17.0,0
229.0,6.0,84.0,0.8,4.57,0,0,2.4,1,1,23.0,0
198.0,9.0,71.6,5.8,1.48,0,0,4.0,1,1,21.0,1
218.0,8.0,82.7,3.5,3.04,2,0,5.5,0,0,19.0,1
227.0,8.0,75.5,1.8,2.67,2,1,6.1,1,0,21.0,1
170.0,9.0,54.3,2.1,2.94,2,0,5.6,1,0,21.0,0
173.0,9.0,78.1,0.2,2.85,0,0,3.7,1,1,24.0,1
247.0,5.0,61.5,1.4,3.59,1,0,6.0,1,0,22.0,1
212.0,6.0,52.0,4.8,3.03,1,0,7.2,0,0,22.0,1
140.0,6.0,80.1,6.8,2.55,1,1,6.2,0,1,24.0,0
257.0,6.0,85.3,4.4,3.0,0,1,3.9,1,1,28.0,1
240.0,6.0,85.9,3.1,3.41,2,0,1.9,1,0,30.0,0
205.0,7.0,86.5,2.5,2.39,0,0,1.9,0,1,25.0,0
184.0,5.0,49.0,1.7,2.11,0,0,2.3,1,0,25.0,0
259.0,8.0,57.6,6.5,4.3,2,0,4.6,1,0,23.0,2
242.0,7.0,100.0,2.9,2.71,1,0,5.3,1,1,26.0,2
313.0,8.0,62.3,6.6,3.02,1,1,0.5,0,0,26.0,2
245.0,8.0,87.2,5.4,2.86,1,0,2.7,1,0,29.0,1
244.0,8.0,67.7,0.4,3.43,2,0,4.6,1,1,16.0,1
224.0,7.0,79.2,2.1,4.16,0,0,1.8,1,1,23.0,1
259.0,9.0,68.5,2.1,3.45,1,1,5.1,0,1,25.0,1
252.0,8.0,86.4,3.1,2.19,0,0,3.2,1,1,24.0,2
274.0,5.0,80.1,3.1,2.27,0,1,2.2,1,0,20.0,0
212.0,6.0,71.3,8.0,2.86,1,0,4.1,1,1,19.0,1
215.0,5.0,62.2,1.5,2.94,1,1,5.0,1,0,27.0,0
213.0,7.0,82.0,3.6,2.07,0,1,1.9,0,1,21.0,0
258.0,7.0,59.8,4.2,3.59,1,0,3.4,1,0,17.0,2
282.0,7.0,84.4,3.2,2.45,1,0,5.2,0,0,27.0,1
214.0,9.0,100.0,3.4,4.0,1,0,2.1,0,0,26.0,2
215.0,8.0,98.3,1.5,4.19,1,1,0.0,1,1,24.0,2
241.0,8.0,88.8,3.4,2.95,2,1,0.2,0,0,20.0,1
221.0,6.0,76.7,4.0,3.36,1,0,3.0,1,1,24.0,1
263.0,6.0,48.9,3.7,2.36,1,0,0.7,1,1,29.0,1
151.0,7.0,58.2,4.1,3.47,1,0,3.1,1,1,18.0,0
201.0,7.0,97.2,5.5,2.8,1,0,8.2,0,0,18.0,1
203.0,5.0,66.2,4.7,2.45,0,1,0.6,1,0,21.0,0
149.0,7.0,67.5,3.3,2.93,0,0,3.3,1,1,24.0,0
196.0,7.0,75.5,1.3,2.82,0,0,9.3,1,1,22.0,0
198.0,7.0,62.1,2.2,2.9,1,1,5.0,0,0,27.0,1
223.0,6.0,59.6,2.8,3.67,2,1,3.1,0,1,28.0,1
269.0,6.0,77.2,3.6,2.63,1,1,3.6,1,0,25.0,1
221.0,7.0,64.6,2.4,4.14,1,0,5.1,0,0,26.0,1
194.0,7.0,66.9,1.7,2.3,1,1,8.2,1,0,25.0,0
228.0,8.0,66.3,1.3,4.07,1,1,2.7,0,0,24.0,1
267.0,9.0,85.8,0.6,2.49,1,0,2.1,0,0,19.0,2
196.0,7.0,74.5,2.8,3.1,1,0,0.6,1,1,20.0,1
198.0,7.0,75.3,0.8,2.81,1,1,4.3,1,0,19.0,1
250.0,8.0,87.0,1.6,2.89,0,0,0.5,1,1,23.0,1
222.0,8.0,75.9,2.6,3.58,1,1,2.8,1,1,25.0,0
253.0,7.0,73.8,1.1,4.0,1,1,1.7,1,1,18.0,1
230.0,8.0,85.1,3.8,3.81,1,1,6.7,1,0,24.0,2
255.0,9.0,88.0,4.4,2.86,2,1,2.7,0,1,20.0,2
194.0,9.0,75.8,2.3,3.21,1,1,5.0,1,0,20.0,1
230.0,9.0,79.2,2.5,2.63,1,0,0.0,1,1,21.0,1
223.0,6.0,66.3,4.1,2.51,0,0,4.3,1,0,20.0,1
187.0,7.0,65.1,2.1,2.41,1,1,1.0,1,1,26.0,0
175.0,7.0,89.5,1.9,2.84,2,0,2.9,1,0,23.0,0
254.0,7.0,84.7,5.1,3.25,2,1,9.5,1,1,27.0,2
218.0,6.0,84.8,4.6,1.95,2,1,6.3,1,0,22.0,0
194.0,5.0,82.2,4.2,3.07,0,0,3.7,1,0,22.0,0
227.0,7.0,78.7,4.7,4.01,1,1,12.0,1,1,31.0,2
269.0,6.0,88.4,0.0,3.77,2,0,1.7,1,0,18.0,2
150.0,7.0,92.0,5.4,2.75,1,1,6.9,0,1,29.0,1
178.0,6.0,91.7,3.8,2.26,1,0,0.2,1,1,31.0,0
198.0,6.0,76.5,4.8,3.38,1,1,3.4,0,1,27.0,1
281.0,8.0,98.8,3.8,1.71,1,1,0.6,1,1,23.0,1
240.0,7.0,81.4,3.3,3.77,0,0,4.6,1,1,30.0,2
257.0,8.0,87.5,2.8,2.97,0,0,4.1,0,1,23.0,2
190.0,9.0,82.2,3.8,4.2,2,0,3.2,0,0,21.0,2
191.0,8.0,81.7,2.7,2.06,2,1,6.7,1,1,22.0,0
